File: ,~/FLIR2601.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameters:,Emissivity:,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Refl. temp.:,68 °F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Distance:,3.3 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Atmospheric temp.:,68 °F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ext. optics temp.:,68 °F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ext. optics trans.:,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Relative humidity:,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame 1,114.868,113.187,109.712,105.917,102.699,101.199,101.59,102.873,104.477,105.821,106.624,107.1,107.195,106.891,106.184,104.958,103.435,102.232,101.473,100.808,100.142,99.375,98.526,97.694,96.918,96,94.937,93.869,92.918,92.369,92.227,91.921,91.636,92.613,94.817,97.257,99.394,100.593,100.475,98.486,95.058,92.308,90.879,90.592,91.207,91.942,92.349,91.779,90.449,90.12,90.9,91.717,92.105,91.554,90.284,89.626,89.956,91.186,92.999,94.515,95.439,95.84,95.94,96.5,97.297,96.579,94.475,93.404,93.546,93.121,92.023,91.391,91.493,91.901,92.756,94.777,97.674,99.867,101.238,103.609,106.223,105.246,100.573,95.399,91.554,91.615,95.82,102.699,109.9,111.904,108.561,104.727,101.921,100.534,100.122,97.634,93.161,90.12,89.131,88.904,88.986,89.152,89.276,89.523,89.873,89.709,89.544,91.595,95.66,99.099,101.121,101.336,100.161,99.729,100.357,101.004,101.199,99.984,97.555,95.68,94.756,94.354,94.293,94.233,94.071,93.89,93.768,93.728,93.991,95.058,96.839,98.526,99.808,100.455,100.593,101.18,102.271,103.377,104.265,104.689,104.516,102.893,101.121,104.496,112.723,120.635,126.391,129.046,128.246,124.098,117.523,111.157,106.414,104.535,105.342,106.719,107.879,108.694,109.109,109.863,110.689,109.975,107.936,107.081,107.48,106.662,104.496,102.776,101.901,101.57,101.59,101.297,100.73,100.671,101.16,101.59,101.765,101.59,101.004,100.024,98.842,98.15,98.011,97.972,97.952,97.912,97.872,97.892,97.932,97.833,97.634,97.456,97.376,97.416,97.614,97.813,98.011,98.289,98.605,98.842,98.98,99.079,99.276,99.906,101.062,102.679,104.67,106.547,108.41,111.119,114.463,117.214,119.211,121.084,123.121,125.688,128.698,131.433,133.643,135.293,136.275,136.224,135.327,134.648,134.444,134.512,134.869,135.514,136.326,136.899,137.135,137.236,137.253,137.135,136.899,136.596,136.258,136.021,135.937,135.869,135.886,136.157,136.798,138.076,139.731,140.945,141.41,141.277,140.264,137.303,132.755,128.298,125.106,125.141,128.071,130.605,131.931,132.429,132.309,132.309,132.463,131.949,130.795,129.844,129.289,128.907,128.646,128.542,128.611,128.768,128.977,129.133,129.185,129.098,128.768,127.844,126.479,125.529,125.265,125.952,127.145,127.093,125.582,123.494,121.514,121.012,122.212,124.24,126.532,128.158,128.803,128.35,127.128,126.479,126.654,126.882,127.058,127.215,127.408,127.81,128.368,128.629,128.524,128.176,127.67,127.11,126.567,125.899,125.177,124.629,124.417,124.647,125.459,127.32,129.879,131.742,132.48,132,130.64,129.861
,114.112,112.37,108.864,105.227,102.291,100.886,101.121,102.135,103.493,104.727,105.61,106.223,106.528,106.337,105.649,104.496,103.067,101.94,101.219,100.534,99.788,99.059,98.328,97.515,96.619,95.56,94.414,93.425,92.715,92.471,92.573,92.43,92.186,92.958,94.777,97.038,99.158,100.299,100.083,98.071,94.736,92.105,90.797,90.387,90.654,91.125,91.452,91.043,90.017,89.709,90.264,90.859,91.207,90.777,89.832,89.564,90.284,91.799,93.768,95.098,95.54,95.439,95.038,95.199,95.8,95.219,93.526,92.532,92.43,91.983,91.125,90.756,91.002,91.534,92.369,93.91,96.04,98.13,100.142,103.125,106.165,105.38,100.828,95.9,92.43,92.532,96.5,103.28,110.67,113.28,110.708,106.852,103.106,100.514,98.98,96.26,92.369,89.873,89.214,89.09,89.152,89.234,89.296,89.441,89.647,89.441,89.338,91.391,95.379,98.862,101.023,101.414,100.397,99.867,100.161,100.573,100.71,99.709,97.694,96.02,95.058,94.555,94.434,94.334,94.172,93.97,93.789,93.667,93.849,95.018,97.058,99,100.475,101.18,101.277,101.785,102.776,103.532,103.86,103.725,103.203,102.135,101.57,105.265,112.704,119.536,124.222,126.251,125.388,121.872,116.447,110.951,106.585,104.823,105.591,106.948,108.164,108.864,109.015,109.317,109.656,108.996,107.499,106.757,106.738,105.649,103.493,102.018,101.531,101.434,101.492,101.258,100.788,100.71,101.043,101.434,101.668,101.414,100.691,99.69,98.605,98.031,98.031,98.15,98.269,98.269,98.17,98.071,98.011,97.872,97.674,97.495,97.416,97.456,97.614,97.793,97.972,98.229,98.526,98.704,98.803,98.921,99.237,100.122,101.629,103.299,105.054,106.986,109.166,112.109,115.567,118.341,120.329,122.301,124.54,127.163,130.035,132.549,134.478,135.937,136.832,136.865,136.207,135.531,135.107,135.09,135.531,136.275,137.152,137.673,137.757,137.74,137.707,137.572,137.337,137.034,136.714,136.528,136.477,136.444,136.444,136.646,137.202,138.327,139.848,141.062,141.492,140.381,137.69,134.019,130.017,126.742,124.929,125.758,128.768,131.519,133.148,133.541,132.84,132.189,131.828,131.381,130.83,130.277,129.758,129.255,128.785,128.455,128.281,128.298,128.455,128.733,129.046,129.133,128.907,128.071,126.812,125.811,125.406,126.005,127.233,127.425,126.321,124.647,122.961,122.48,123.37,124.876,126.514,127.635,127.967,127.25,125.864,125.229,125.6,126.303,127.058,127.565,127.775,128.054,128.385,128.263,127.687,127.093,126.602,126.216,125.934,125.529,125.053,124.647,124.452,124.558,125.071,126.391,128.246,129.723,130.45,130.225,129.307,128.751
,112.574,110.782,107.214,103.899,101.609,100.455,100.416,100.945,101.785,102.757,103.706,104.573,105.188,105.227,104.65,103.667,102.446,101.453,100.749,99.965,99.059,98.328,97.773,97.018,95.98,94.736,93.465,92.634,92.369,92.613,93.182,93.445,93.445,93.89,94.978,96.719,98.684,99.65,99.237,97.277,94.253,91.983,90.92,90.243,89.812,89.729,89.853,89.667,89.193,88.966,89.09,89.317,89.544,89.399,89.069,89.482,90.797,92.796,94.937,95.96,95.62,94.616,93.364,92.816,92.999,92.695,91.758,90.961,90.387,89.873,89.482,89.523,89.997,90.736,91.615,92.268,92.958,94.777,97.833,101.765,105.4,105.054,100.847,96.54,93.89,94.233,97.872,104.554,112.277,115.989,114.85,111.063,105.744,100.925,97.297,93.95,91.002,89.482,89.358,89.461,89.482,89.461,89.399,89.317,89.255,88.986,88.966,90.982,94.797,98.229,100.553,101.238,100.534,99.867,99.67,99.709,99.788,99.217,97.991,96.699,95.58,94.917,94.676,94.515,94.334,94.091,93.829,93.586,93.607,94.897,97.316,99.67,101.512,102.427,102.563,102.97,103.686,103.725,103.009,101.824,100.691,100.612,102.193,106.452,112.574,117.523,120.383,121.263,120.275,117.942,114.647,110.82,107.233,105.649,106.223,107.537,108.864,109.354,108.882,108.22,107.594,107.043,106.585,106.07,105.323,103.764,101.668,100.671,100.925,101.258,101.375,101.258,100.945,100.788,100.847,101.121,101.414,101.082,100.122,99.059,98.17,97.833,98.071,98.506,98.921,99.02,98.783,98.467,98.19,97.932,97.753,97.614,97.515,97.515,97.614,97.753,97.892,98.11,98.348,98.447,98.506,98.803,99.552,101.004,103.009,104.65,105.955,107.841,110.464,113.761,117.378,120.311,122.497,124.806,127.373,130.035,132.6,134.682,136.157,137.236,137.958,138.193,137.975,137.337,136.545,136.342,136.849,137.74,138.729,139.181,139.08,138.913,138.78,138.579,138.294,137.958,137.639,137.488,137.522,137.539,137.505,137.623,137.975,138.863,140.081,141.178,141.376,138.394,132.652,127.914,125.353,124.452,125.141,127.233,130.242,133.234,135.497,135.7,133.95,132.034,130.605,130.208,130.691,130.864,130.45,129.758,128.925,128.193,127.687,127.443,127.46,127.914,128.629,129.081,129.046,128.437,127.373,126.321,125.635,126.04,127.303,127.949,127.635,126.725,125.6,125.124,125.423,125.881,126.251,126.374,126.11,124.929,123.174,122.533,123.299,124.929,126.917,128.124,128.35,128.42,128.35,127.53,126.11,125.035,124.558,124.47,124.647,124.753,124.7,124.576,124.434,124.31,124.275,124.558,125.141,125.829,126.479,126.76,126.654,126.567
,111.325,109.543,106.051,103.203,101.59,100.847,100.808,100.945,101.18,101.687,102.427,103.261,104.015,104.265,103.976,103.338,102.446,101.551,100.651,99.493,98.15,97.197,96.639,96,95.138,94.051,92.898,92.247,92.186,92.613,93.364,94.334,95.339,96,96.38,97.137,98.19,98.645,98.229,96.779,94.616,93.161,92.552,91.615,90.305,89.42,89.09,88.883,88.697,88.573,88.469,88.49,88.635,88.676,88.738,89.379,90.654,92.471,94.434,95.359,95.018,93.91,92.43,91.554,91.391,91.227,90.859,90.161,89.214,88.614,88.49,88.614,88.986,89.77,90.777,91.084,90.982,92.288,95.118,98.645,101.804,101.785,98.743,95.7,94.091,95.219,99.335,106.28,114.223,118.668,118.65,115.292,109.467,103.435,98.209,93.789,90.572,89.152,89.317,89.709,89.873,89.812,89.564,89.317,89.11,88.842,88.883,90.654,93.991,96.938,98.882,99.611,99.296,98.941,98.882,99.138,99.532,99.335,98.467,97.257,95.94,95.098,94.797,94.616,94.434,94.192,93.93,93.647,93.607,94.656,96.759,99.138,101.355,102.912,103.725,104.207,104.284,103.377,101.648,99.886,98.724,99.178,101.551,106.165,112.109,116.757,119.319,119.753,118.323,116.355,114.26,111.68,109.015,107.556,107.575,108.788,110.483,110.651,109.09,107.252,105.725,105.188,105.515,105.323,104.304,102.66,100.828,100.181,100.769,101.375,101.629,101.551,101.219,100.925,100.808,100.925,101.101,100.71,99.709,98.704,97.932,97.714,98.031,98.684,99.453,99.768,99.572,99.059,98.407,97.991,97.853,97.734,97.595,97.575,97.654,97.714,97.753,97.892,98.11,98.17,98.308,99.473,101.609,103.686,105.4,106.528,107.309,108.731,111.045,114.057,117.578,121.156,124.54,127.565,130.19,132.549,134.665,136.359,137.656,138.545,139.097,139.465,139.615,139.197,138.378,137.925,138.076,138.796,139.881,140.613,140.846,140.813,140.58,140.164,139.648,139.064,138.528,138.311,138.411,138.478,138.478,138.562,138.846,139.598,140.564,141.012,140.181,135.785,128.716,124.788,125.053,126.409,128.054,129.983,132.034,134.716,137.354,137.555,135.242,132.223,129.532,128.594,129.428,130.173,130.294,129.792,128.82,127.967,127.425,126.935,126.602,126.865,127.652,128.35,128.681,128.455,127.722,126.672,125.723,125.899,127.128,128.019,128.211,127.862,127.11,126.602,126.356,125.864,125.088,124.452,123.867,122.283,120.077,119.193,120.131,122.658,126.005,128.002,128.281,128.176,127.827,126.637,124.841,123.619,123.228,123.299,123.654,124.009,124.222,124.328,124.293,123.991,123.494,123.05,122.801,122.854,123.21,123.743,124.31,124.594
