File: ,~/FLIR2599.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameters:,Emissivity:,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Refl. temp.:,68 °F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Distance:,3.3 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Atmospheric temp.:,68 °F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ext. optics temp.:,68 °F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ext. optics trans.:,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Relative humidity:,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame 1,92.613,92.186,91.37,90.674,90.264,89.997,89.894,89.812,89.77,89.791,89.873,90.017,90.202,90.387,90.551,90.633,90.654,90.633,90.592,90.613,90.695,90.756,90.797,90.797,90.777,90.736,90.674,90.551,90.449,90.51,91.002,92.593,94.978,96.679,97.217,96.699,95.319,93.546,91.819,90.879,90.859,91.166,91.636,92.044,92.329,92.532,92.634,92.634,92.552,92.308,92.308,93.627,96.839,103.028,111.063,117.469,120.887,120.401,116.392,111.344,106.471,102.834,100.808,99.847,99.572,99.394,99,98.091,96.819,96.04,96.04,96.779,98.289,100.612,103.396,105.649,107.081,107.651,107.442,106.795,105.802,104.227,102.621,103.067,105.4,107.214,107.86,107.442,106.089,104.207,102.155,100.691,99.808,98.486,96.659,95.299,94.334,92.552,90.017,88.054,87.16,87.493,89.131,91.513,95.319,103.609,115.163,124.77,131.381,135.852,138.93,143.192,148.439,152.205,153.348,149.887,142.55,136.021,131.966,130.536,130.985,130.536,127.897,121.246,111.568,105.342,103.667,102.349,100.475,98.803,97.555,97.376,98.308,99.945,101.687,101.999,100.808,99.572,98.684,98.051,97.734,97.872,98.348,98.803,99.138,99.316,99.67,101.394,104.246,106.356,107.309,107.993,108.145,106.127,102.155,98.486,95.86,93.97,92.877,92.552,92.877,93.485,94.132,94.434,94.394,94.696,95.359,95.82,96.02,96.639,97.297,96,93.04,91.35,91.391,91.595,91.656,91.86,92.166,92.308,92.41,93.161,94.354,94.676,94.011,93.182,92.532,92.105,91.921,91.636,91.207,90.715,90.284,90.387,91.125,92.634,94.414,94.857,93.849,92.451,91.473,92.634,95.78,98.921,101.043,100.671,98.071,95.52,93.991,93.97,95.299,96.759,97.872,98.368,98.209,97.694,97.018,96.26,95.52,94.676,93.809,93.202,92.918,92.877,93.019,93.06,92.958,92.938,93.1,93.647,94.475,95.058,95.259,95.339,95.279,94.897,94.374,94.636,95.72,96.759,97.475,97.694,97.614,97.972,98.98,100.73,102.776,103.609,103.125,102.699,102.621,101.96,101.57,105.534,112.871,116.922,117.287,118.613,121.353,123.174,123.388,121.371,117.341,112.909,108.845,105.764,104.053,104.092,105.323,105.591,104.477,102.602,100.73,100.808,102.912,105.438,107.727,109.298,110.276,111.736,113.854,116.392,118.74,118.722,116.593,115.347,115.494,115.567,115.439,115.769,116.502,116.776,116.666,117.469,119.03,119.699,119.554,120.491,122.89,126.374,130.484,134.172,136.983,138.528,138.963,139.398,140.131,141.012,141.84,141.972,141.443,141.045,140.929,140.962,141.045,140.929,140.53,139.881,139.131,138.746
,92.573,92.146,91.329,90.654,90.284,90.058,89.956,89.873,89.812,89.812,89.873,89.997,90.161,90.346,90.469,90.551,90.592,90.531,90.449,90.49,90.654,90.777,90.838,90.859,90.818,90.736,90.654,90.531,90.469,90.592,91.105,92.491,94.535,96.02,96.579,96.22,95.038,93.485,91.962,91.145,91.105,91.37,91.758,92.186,92.532,92.715,92.756,92.654,92.512,92.268,92.308,93.647,96.799,102.757,110.483,116.684,120.167,120.239,117.214,113.001,108.599,104.881,102.388,101.336,101.414,101.258,100.475,99.256,97.813,96.699,96.18,96.5,97.694,99.768,102.407,104.708,106.28,106.795,106.376,105.84,105.342,104.323,103.106,103.493,105.4,106.986,107.613,107.176,105.744,103.821,101.765,100.377,99.65,98.546,96.998,95.86,95.038,93.182,90.428,88.241,87.139,87.097,88.2,89.976,93.263,101.355,113.298,124.753,134.189,140.464,144.079,148.374,153.206,155.48,154.282,148.713,139.931,133.234,130.087,128.959,128.959,128.785,127.233,121.658,112.89,107.48,106.376,104.862,102.174,99.768,98.11,97.674,98.506,100.495,102.854,103.512,102.271,100.671,99.256,98.289,97.932,98.051,98.506,98.901,99.197,99.414,99.926,101.979,105.208,107.347,107.917,107.708,106.738,104.477,101.258,98.585,96.779,95.138,93.667,92.999,93.161,93.708,94.354,94.676,94.656,94.857,95.399,95.94,96.38,96.819,96.938,95.52,92.877,91.411,91.493,91.697,91.779,91.921,92.186,92.41,92.695,93.344,94.172,94.313,93.708,92.979,92.369,92.023,91.921,91.717,91.35,90.92,90.592,90.695,91.329,92.532,93.93,94.293,93.526,92.41,91.677,93.141,96.599,99.709,101.492,100.73,97.773,95.299,94.132,94.334,95.62,96.958,97.952,98.308,98.071,97.674,97.197,96.38,95.319,94.374,93.667,93.263,93.141,93.263,93.566,93.627,93.485,93.485,93.708,94.132,94.656,95.018,95.158,95.178,95.098,94.756,94.334,94.616,95.64,96.599,97.336,97.734,98.011,98.921,100.534,102.699,104.881,105.591,104.823,104.246,104.188,103.57,103.106,106.299,112.314,115.457,115.365,116.282,118.632,120.437,120.976,119.5,116.136,112.09,108.126,105.131,103.551,103.609,104.747,104.9,103.725,101.979,100.377,100.632,102.757,105.131,107.157,108.58,109.599,111.4,114.038,116.721,118.849,119.012,117.451,116.337,116.136,115.989,115.879,116.282,117.159,117.778,118.124,119.048,120.473,121.228,121.479,122.818,125.459,128.629,131.931,134.954,137.404,138.846,139.398,139.931,140.63,141.36,141.939,141.741,140.862,140.281,140.198,140.331,140.53,140.497,140.164,139.648,139.064,138.763
,92.654,92.207,91.35,90.715,90.408,90.223,90.1,89.976,89.894,89.853,89.873,89.956,90.12,90.243,90.326,90.408,90.469,90.367,90.161,90.223,90.551,90.797,90.92,90.941,90.9,90.777,90.613,90.51,90.51,90.736,91.289,92.288,93.607,94.696,95.279,95.158,94.394,93.344,92.268,91.656,91.575,91.758,92.084,92.532,92.938,93.1,92.958,92.695,92.451,92.207,92.349,93.667,96.639,101.999,108.92,114.666,118.287,119.428,118.251,115.641,112.221,108.561,105.438,104.4,105.169,105.016,103.435,101.551,99.67,97.872,96.48,96,96.599,98.209,100.514,102.796,104.554,104.92,104.13,103.841,104.265,104.246,103.86,104.246,105.419,106.452,106.967,106.471,104.996,103.067,101.082,99.926,99.552,98.882,97.734,96.978,96.42,94.535,91.391,88.8,87.264,86.45,86.492,87.056,89.317,96.938,109.58,124.523,139.197,148.89,153.634,158.033,162.011,161.519,156.046,146.626,135.242,128.124,126.479,125.758,124.929,125.3,125.934,122.604,115.751,111.848,111.531,109.618,105.515,101.824,99.394,98.427,99.079,101.609,105.054,106.356,105.073,102.873,100.495,98.901,98.388,98.407,98.783,99.059,99.276,99.611,100.475,103.145,106.986,109.203,109.128,107.328,104.342,101.609,99.67,98.743,98.486,97.297,95.158,93.869,93.708,94.091,94.696,95.058,95.118,95.199,95.459,96.14,96.998,97.078,96.18,94.535,92.532,91.534,91.656,91.881,91.983,92.064,92.227,92.634,93.242,93.667,93.829,93.647,93.182,92.634,92.125,91.901,91.962,91.86,91.595,91.329,91.166,91.289,91.697,92.369,93.06,93.283,92.979,92.39,92.105,94.051,97.872,100.847,102.018,100.593,97.197,94.877,94.414,94.957,96.14,97.297,98.091,98.289,97.952,97.793,97.753,96.779,94.978,93.748,93.384,93.364,93.566,94.051,94.656,94.817,94.555,94.555,94.857,95.018,94.957,94.937,94.937,94.897,94.756,94.495,94.293,94.656,95.58,96.48,97.297,98.071,99.059,100.925,103.609,106.433,108.788,109.222,107.917,107.005,106.891,106.318,105.668,107.309,110.801,112.183,111.325,111.549,113.28,115.071,116.227,115.769,113.613,110.314,106.585,103.821,102.504,102.543,103.416,103.358,102.135,100.691,99.67,100.318,102.543,104.593,106.089,107.271,108.504,110.97,114.445,117.25,118.903,119.337,118.795,118.015,117.323,116.885,116.885,117.56,118.813,120.149,121.407,122.569,123.619,124.47,125.388,127.39,130.329,132.823,134.614,136.393,138.16,139.431,140.181,140.862,141.526,141.972,142.071,141.244,139.748,138.863,138.846,139.131,139.481,139.581,139.398,139.147,138.913,138.796
,93.485,92.918,91.86,91.084,90.715,90.51,90.346,90.182,90.017,89.894,89.873,89.956,90.079,90.161,90.223,90.305,90.367,90.243,89.976,90.038,90.387,90.715,90.92,91.002,90.982,90.859,90.674,90.551,90.51,90.756,91.289,92.003,92.756,93.384,93.768,93.789,93.445,92.999,92.552,92.186,92.003,92.166,92.613,93.08,93.425,93.404,93.1,92.715,92.39,92.166,92.308,93.445,95.9,100.181,105.744,110.839,114.703,116.703,116.757,115.365,112.983,110.389,108.277,108.05,109.298,108.977,106.681,103.86,101.043,98.585,96.779,95.94,96.12,97.297,99.138,100.925,102.252,102.446,101.765,101.707,102.485,103.261,103.86,104.631,105.438,105.821,105.649,105.035,104.034,102.524,100.828,100.22,100.573,100.083,98.625,97.872,97.714,96.16,93.121,90.223,87.992,86.429,85.696,85.275,86.492,93.607,106.681,123.974,142.154,154.614,160.887,165.404,168.141,165.586,157.643,146.235,133.643,125.934,124.133,122.854,121.21,122.158,124.77,123.867,119.337,116.447,115.659,113.168,108.637,104.419,101.394,99.926,100.279,102.834,106.585,108.239,107.252,104.996,102.174,100.004,98.882,98.546,98.783,98.98,99.138,99.749,101.101,104.072,108.031,110.295,110.22,107.879,103.957,100.73,98.98,98.763,99.453,98.684,96.36,94.756,94.293,94.253,94.495,94.978,95.54,95.72,95.56,96.14,97.197,96.819,94.957,93.222,92.105,91.636,91.738,91.921,92.044,92.146,92.268,92.816,93.647,93.93,93.586,93.202,92.918,92.471,91.962,91.799,91.962,91.962,91.758,91.575,91.473,91.534,91.758,92.125,92.532,92.715,92.715,92.491,92.491,94.233,97.396,99.749,100.573,99.335,96.56,94.736,94.535,95.158,96.28,97.456,98.407,98.763,98.605,98.921,99.434,98.031,94.978,93.06,92.857,93.182,93.789,94.756,95.84,96.14,95.68,95.499,95.7,95.56,95.038,94.736,94.716,94.636,94.454,94.374,94.454,95.018,96.02,97.157,98.368,99.67,101.199,103.474,106.337,109.166,111.325,111.381,109.58,108.277,107.86,107.005,105.84,106.012,107.366,107.48,106.433,106.776,108.694,110.782,112.351,112.481,111.026,108.239,104.766,102.388,101.492,101.336,101.473,101.101,100.142,99.276,98.961,100.181,102.679,104.458,105.361,106.662,108.712,111.643,115.034,117.323,118.269,118.668,118.722,118.45,118.069,117.905,118.251,119.59,121.837,124.204,126.268,127.53,128.071,128.664,129.636,131.536,134.053,135.683,136.376,137.37,138.78,139.981,140.846,141.542,142.055,142.203,141.856,140.696,138.963,137.958,137.875,138.109,138.411,138.595,138.612,138.679,138.813,138.897
